1,3,4592
1,3,4582
1,3,5820
1,3,5857
1,3,5881
1,3,7546
1,3,5749
1,3,5757
1,3,5763
1,3,5765
1,3,5856
1,3,5833
1,3,5876
1,3,5846
1,3,4589
1,3,4583
1,3,5762
1,3,5771
0,3,4150
1,3,4579
1,3,5748
1,3,5751
1,3,4581
1,3,5800
1,3,5808
1,3,5760
1,3,4574
1,3,5866
1,3,5869
1,3,5871
1,3,5845
1,3,5790
1,3,5759
1,3,5802
1,3,5803
1,3,5827
1,3,5858
1,3,5859
1,3,5892
1,3,4591
1,3,5863
1,3,5865
1,3,5758
1,3,5890
1,3,5834
1,3,5875
1,3,5849
1,3,5895
1,3,5897
1,3,4587
1,3,5886
1,3,7543
1,3,4573
1,3,5843
1,3,5852
1,3,5864
1,3,5893
1,3,4590
1,3,4594
1,3,5879
1,3,5768
1,3,5809
1,3,7542
1,3,5873
1,3,4580
1,3,5862
1,3,5872
1,3,7538
1,3,5844
1,3,4578
1,3,4585
1,3,4593
1,3,5824
1,3,7544
1,3,7539
1,3,4588
1,3,4596
1,3,5878
1,3,5840
1,3,5853
1,3,5861
1,3,5880
1,3,5927
1,3,5836
1,3,5874
1,3,7545
1,3,5854
1,3,5885
1,3,4584
1,3,5882
1,3,4595
1,3,5839
1,3,4577
1,3,4586
1,3,5850
1,3,5851
1,3,5860
1,3,5906
1,3,5914
0,3,4140
1,3,5837
1,3,5926
1,3,5855
